CustomerID,Recency,Frequency,Monetary,Cluster,Segment,TotalRevenue,TotalQuantity,UniqueProducts,Churn,ChurnRisk
13892.0,27,4,632.97,0,Regular,632.97,983,26,0,0.19
13893.0,298,1,821.1,1,At Risk,821.1,190,21,1,0.845
13894.0,24,3,564.62,0,Regular,564.62,354,25,0,0.405
13895.0,28,4,2593.07,0,Regular,2593.07,1365,97,0,0.015
13897.0,50,1,311.16,0,Regular,311.16,200,17,0,0.315
13898.0,326,1,155.93,1,At Risk,155.93,133,12,1,0.705
13899.0,16,2,388.52,0,Regular,388.52,156,19,0,0.255
13900.0,183,3,740.95,1,At Risk,740.95,430,42,1,0.735
13901.0,72,5,2867.2,0,Regular,2867.2,1739,144,0,0.015
13904.0,37,2,332.64,0,Regular,332.64,332,24,0,0.155
13908.0,80,4,2369.55,0,Regular,2369.55,1478,104,0,0.13
13911.0,57,9,2580.91,0,Regular,2580.91,2731,120,0,0.015
13914.0,12,2,626.45,0,Regular,626.45,380,28,0,0.23
13917.0,50,2,272.04,0,Regular,272.04,228,16,0,0.27
13918.0,50,2,1212.8400000000001,0,Regular,1212.8400000000001,1140,30,0,0.12
13919.0,59,2,384.81,0,Regular,384.81,474,24,0,0.12
13922.0,352,1,172.25,1,At Risk,172.25,93,7,1,0.88
13923.0,54,1,351.13,0,Regular,351.13,185,20,0,0.065
13924.0,2,6,1838.8500000000001,0,Regular,1838.8500000000001,1575,90,0,0.07
13925.0,93,4,678.25,0,Regular,678.25,331,28,1,0.67
13926.0,23,1,223.85000000000002,0,Regular,223.85000000000002,104,11,0,0.09
13927.0,75,1,348.99,0,Regular,348.99,214,21,0,0.22
13928.0,11,4,464.57,0,Regular,464.57,129,23,0,0.11
13929.0,169,2,842.65,1,At Risk,842.65,143,8,1,0.93
13930.0,58,2,337.34,0,Regular,337.34,274,15,0,0.155
13931.0,96,2,1237.53,0,Regular,1237.53,725,56,1,0.775
13932.0,295,1,307.4,1,At Risk,307.4,72,16,1,0.675
13933.0,109,2,608.7900000000001,0,Regular,608.7900000000001,205,23,1,0.785
13934.0,264,1,922.1,1,At Risk,922.1,390,31,1,0.84
13936.0,180,1,376.58,1,At Risk,376.58,330,26,1,0.805
13937.0,169,1,158.85,1,At Risk,158.85,123,9,1,0.825
13938.0,35,1,71.66,0,Regular,71.66,70,7,0,0.255
13939.0,23,3,568.55,0,Regular,568.55,847,43,0,0.205
13940.0,17,4,839.14,0,Regular,839.14,516,39,0,0.02
13941.0,22,5,5112.96,0,Regular,5112.96,2364,24,0,0.11
13946.0,79,3,561.5699999999999,0,Regular,561.5699999999999,443,11,0,0.215
13947.0,65,1,90.6,0,Regular,90.6,44,5,0,0.735
13948.0,361,1,102.0,1,At Risk,102.0,40,3,1,0.8
13949.0,3,6,2427.32,0,Regular,2427.32,2474,124,0,0.0
13950.0,11,4,745.06,0,Regular,745.06,323,33,0,0.1
13951.0,176,3,674.45,1,At Risk,674.45,459,38,1,0.735
13952.0,218,2,3251.071,1,At Risk,3251.071,1431,120,1,0.69
13953.0,7,7,3515.68,0,Regular,3515.68,2724,8,0,0.115
13954.0,2,2,439.92,0,Regular,439.92,150,24,0,0.43
13955.0,154,2,322.96,1,At Risk,322.96,154,33,1,0.775
13956.0,5,5,1026.42,0,Regular,1026.42,491,123,0,0.14
13959.0,79,3,598.2,0,Regular,598.2,357,79,0,0.085
13960.0,21,2,230.22,0,Regular,230.22,142,11,0,0.155
13962.0,22,2,169.55,0,Regular,169.55,87,11,0,0.17
13963.0,308,4,664.54,1,At Risk,664.54,460,35,1,0.73
13967.0,146,1,80.7,1,At Risk,80.7,42,2,1,0.705
13969.0,7,18,9053.94,3,Loyal,9053.94,4542,334,0,0.0
13971.0,19,8,2758.26,0,Regular,2758.26,1844,118,0,0.0
13972.0,71,2,190.25,0,Regular,190.25,187,15,0,0.09
13973.0,287,1,264.7,1,At Risk,264.7,109,11,1,0.775
13974.0,49,1,413.59000000000003,0,Regular,413.59000000000003,249,28,0,0.23
13975.0,31,6,2526.28,0,Regular,2526.28,1732,240,0,0.06
13976.0,207,1,357.98,1,At Risk,357.98,154,10,1,0.925
13978.0,15,2,196.79000000000002,0,Regular,196.79000000000002,315,14,0,0.135
13979.0,73,1,869.87,0,Regular,869.87,639,54,0,0.185
13980.0,60,1,200.14,0,Regular,200.14,172,11,0,0.53
13982.0,39,4,1871.81,0,Regular,1871.81,1136,72,0,0.015
13983.0,30,12,2603.43,0,Regular,2603.43,1183,91,0,0.015
13984.0,27,5,920.51,0,Regular,920.51,679,14,0,0.33
13985.0,4,15,7060.13,3,Loyal,7060.13,3445,108,0,0.0
13986.0,17,1,320.46,0,Regular,320.46,430,12,0,0.275
13988.0,20,6,4147.96,0,Regular,4147.96,3044,188,0,0.0
13989.0,66,2,1266.08,0,Regular,1266.08,1313,33,0,0.17
13990.0,213,1,311.3,1,At Risk,311.3,190,16,1,0.815
13991.0,12,6,855.97,0,Regular,855.97,998,58,0,0.04
13992.0,30,1,76.8,0,Regular,76.8,64,5,0,0.3
13993.0,43,9,3466.36,0,Regular,3466.36,900,66,0,0.065
13994.0,4,6,2313.14,0,Regular,2313.14,940,122,0,0.01
13995.0,15,5,1393.69,0,Regular,1393.69,879,55,0,0.0
13999.0,10,12,3901.81,0,Regular,3901.81,2243,102,0,0.025
14000.0,211,1,635.66,1,At Risk,635.66,710,15,1,0.915
14001.0,46,3,2043.0800000000002,0,Regular,2043.0800000000002,962,34,0,0.07
14002.0,134,2,529.73,0,Regular,529.73,877,47,1,0.44
14004.0,43,7,4582.64,0,Regular,4582.64,2668,102,0,0.0
14005.0,10,5,2874.72,0,Regular,2874.72,2478,53,0,0.005
14006.0,116,3,962.19,0,Regular,962.19,641,22,1,0.77
14009.0,198,2,695.61,1,At Risk,695.61,365,42,1,0.39
14012.0,278,1,328.8,1,At Risk,328.8,160,11,1,0.845
14013.0,110,3,473.02,0,Regular,473.02,462,30,1,0.76
14014.0,77,1,505.18,0,Regular,505.18,1076,39,0,0.035
14015.0,53,1,917.34,0,Regular,917.34,378,20,0,0.265
14016.0,162,4,4341.21,1,At Risk,4341.21,2125,154,1,0.625
14019.0,47,3,1421.61,0,Regular,1421.61,1037,37,0,0.275
14020.0,17,2,642.8,0,Regular,642.8,441,37,0,0.16
14021.0,155,3,631.9,1,At Risk,631.9,192,22,1,0.795
14022.0,225,1,440.0,1,At Risk,440.0,487,28,1,0.675
14023.0,7,2,584.07,0,Regular,584.07,345,30,0,0.43
14024.0,122,2,327.7,0,Regular,327.7,150,16,1,0.865
14027.0,61,1,104.82,0,Regular,104.82,62,6,0,0.155
14029.0,63,2,467.66,0,Regular,467.66,198,15,0,0.06
14030.0,18,8,2360.09,0,Regular,2360.09,1479,210,0,0.02
14031.0,7,19,17286.86,3,Loyal,17286.86,5788,119,0,0.0
14032.0,2,11,2975.59,0,Regular,2975.59,2032,53,0,0.01
14034.0,22,3,651.8199999999999,0,Regular,651.8199999999999,423,82,0,0.08
14035.0,29,5,1428.02,0,Regular,1428.02,739,41,0,0.06
14036.0,285,1,626.65,1,At Risk,626.65,268,38,1,0.73
14037.0,176,2,147.20000000000002,1,At Risk,147.20000000000002,46,27,1,0.855
14038.0,78,3,1560.38,0,Regular,1560.38,965,64,0,0.13
14039.0,33,1,152.2,0,Regular,152.2,92,6,0,0.165
14040.0,41,12,3614.92,0,Regular,3614.92,1554,146,0,0.025
14041.0,266,1,141.41,1,At Risk,141.41,94,21,1,0.91
14044.0,27,4,652.82,0,Regular,652.82,308,165,0,0.02
14045.0,109,4,1659.75,0,Regular,1659.75,535,4,1,0.78
14046.0,284,1,154.99,1,At Risk,154.99,460,14,1,0.86
14047.0,9,5,1308.6100000000001,0,Regular,1308.6100000000001,381,22,0,0.05
14048.0,305,1,409.93,1,At Risk,409.93,288,83,1,0.71
14049.0,17,4,5681.72,0,Regular,5681.72,3870,348,0,0.035
14050.0,32,2,746.36,0,Regular,746.36,689,49,0,0.085
14051.0,1,23,15610.390000000001,3,Loyal,15610.390000000001,3756,52,0,0.0
14052.0,20,1,225.36,0,Regular,225.36,89,56,0,0.565
14053.0,124,2,260.25,0,Regular,260.25,215,2,1,0.815
14054.0,65,1,92.46,0,Regular,92.46,62,6,0,0.295
14055.0,106,1,725.6400000000001,0,Regular,725.6400000000001,216,10,1,0.75
14056.0,1,23,8214.65,3,Loyal,8214.65,4273,320,0,0.0
14057.0,24,17,6217.96,3,Loyal,6217.96,4876,179,0,0.0
14059.0,267,1,183.6,1,At Risk,183.6,128,8,1,0.665
14060.0,5,19,6140.42,3,Loyal,6140.42,5386,86,0,0.015
14062.0,10,12,10464.85,3,Loyal,10464.85,5593,60,0,0.01
14064.0,29,5,1353.74,0,Regular,1353.74,1788,59,0,0.03
14066.0,267,1,152.55,1,At Risk,152.55,45,7,1,0.47
14067.0,64,2,374.7,0,Regular,374.7,361,51,0,0.135
14068.0,320,1,265.85,1,At Risk,265.85,73,22,1,0.935
14071.0,4,8,1438.82,0,Regular,1438.82,995,271,0,0.0
14073.0,32,1,151.04,0,Regular,151.04,130,13,0,0.47
14075.0,5,3,942.26,0,Regular,942.26,754,33,0,0.115
14076.0,129,1,122.47,0,Regular,122.47,81,43,1,0.92
14077.0,41,5,499.41999999999996,0,Regular,499.41999999999996,268,33,0,0.145
14078.0,102,6,1049.37,0,Regular,1049.37,310,46,1,0.76
14079.0,125,1,375.1,0,Regular,375.1,301,12,1,0.82
14080.0,33,1,45.599999999999994,0,Regular,45.599999999999994,48,4,0,0.14
14081.0,302,2,934.52,1,At Risk,934.52,596,126,1,0.67
14082.0,365,1,182.25,1,At Risk,182.25,110,28,1,0.85
14083.0,4,9,1018.43,0,Regular,1018.43,732,162,0,0.3
14085.0,2,18,4448.54,3,Loyal,4448.54,3184,272,0,0.0
14087.0,3,1,194.42,0,Regular,194.42,251,61,0,0.075
14088.0,10,13,50491.81,3,Loyal,50491.81,12665,379,0,0.0
14089.0,57,1,161.0,0,Regular,161.0,134,13,0,0.255
14090.0,325,1,76.32000000000001,1,At Risk,76.32000000000001,72,1,1,0.98
14092.0,8,14,4076.91,0,Regular,4076.91,2066,117,0,0.0
14093.0,12,1,442.85,0,Regular,442.85,406,95,0,0.265
14096.0,4,17,65164.79,3,Loyal,65164.79,16352,1119,0,0.0
14098.0,37,1,147.35,0,Regular,147.35,104,21,0,0.29
14099.0,16,11,3104.17,0,Regular,3104.17,2179,167,0,0.005
14100.0,138,1,194.9,0,Regular,194.9,64,24,1,0.39
14101.0,74,6,5976.79,0,Regular,5976.79,6942,15,0,0.055
14102.0,5,5,1360.28,0,Regular,1360.28,961,35,0,0.045
14104.0,155,2,216.20999999999998,1,At Risk,216.20999999999998,72,21,1,0.48
14105.0,239,1,1266.23,1,At Risk,1266.23,800,74,1,0.645
14107.0,52,7,2703.23,0,Regular,2703.23,1793,61,0,0.0
14108.0,31,2,597.91,0,Regular,597.91,381,33,0,0.22
14109.0,73,1,144.2,0,Regular,144.2,88,9,0,0.225
14110.0,4,12,5683.15,0,Regular,5683.15,2445,94,0,0.0
14111.0,14,4,692.85,0,Regular,692.85,458,10,0,0.055
14112.0,23,7,2915.15,0,Regular,2915.15,1651,117,0,0.035
14113.0,4,4,1840.42,0,Regular,1840.42,745,26,0,0.1
14114.0,274,2,386.53,1,At Risk,386.53,101,15,1,0.82
14116.0,20,5,1382.74,0,Regular,1382.74,707,61,0,0.015
14117.0,144,1,90.0,1,At Risk,90.0,72,3,1,0.865
14121.0,4,4,2780.15,0,Regular,2780.15,2082,148,0,0.01
14124.0,84,1,419.58000000000004,0,Regular,419.58000000000004,1618,4,0,0.09
14125.0,11,3,2740.43,0,Regular,2740.43,1640,159,0,0.1
14126.0,8,3,706.1300000000001,0,Regular,706.1300000000001,508,14,0,0.055
14127.0,123,3,709.71,0,Regular,709.71,321,39,1,0.755
14128.0,61,2,637.5,0,Regular,637.5,564,40,0,0.095
14129.0,2,5,1123.8600000000001,0,Regular,1123.8600000000001,592,31,0,0.05
14130.0,319,1,483.86,1,At Risk,483.86,258,66,1,0.75
14132.0,2,11,3586.0299999999997,0,Regular,3586.0299999999997,3368,100,0,0.0
14133.0,130,3,605.64,0,Regular,605.64,348,25,1,0.75
14135.0,2,15,4690.31,3,Loyal,4690.31,3850,95,0,0.0
14138.0,2,2,982.3800000000001,0,Regular,982.3800000000001,610,40,0,0.095
14139.0,46,1,415.82,0,Regular,415.82,510,26,0,0.175
14140.0,4,2,935.05,0,Regular,935.05,811,60,0,0.145
14141.0,3,4,915.13,0,Regular,915.13,355,27,0,0.13
14142.0,373,1,311.81,1,At Risk,311.81,313,22,1,0.485
14143.0,134,1,115.8,0,Regular,115.8,30,7,1,0.855
14145.0,47,4,3742.2,0,Regular,3742.2,756,6,0,0.255
14146.0,9,5,4191.0,0,Regular,4191.0,2437,183,0,0.005
14147.0,78,2,483.4,0,Regular,483.4,108,4,0,0.12
14148.0,234,1,157.2,1,At Risk,157.2,16,3,1,0.935
14149.0,221,1,446.62,1,At Risk,446.62,218,28,1,0.785
14150.0,36,2,658.64,0,Regular,658.64,496,23,0,0.185
14152.0,75,2,621.29,0,Regular,621.29,711,47,0,0.5
14154.0,239,2,1345.62,1,At Risk,1345.62,465,52,1,0.775
14155.0,266,1,118.75,1,At Risk,118.75,25,6,1,0.86
14156.0,10,55,117379.63,2,VIP,117379.63,57885,714,0,0.0
14157.0,20,2,432.88,0,Regular,432.88,284,45,0,0.2
14158.0,40,1,507.66,0,Regular,507.66,781,41,0,0.055
14159.0,20,11,4693.01,0,Regular,4693.01,4408,501,0,0.0
14161.0,216,3,1110.52,1,At Risk,1110.52,455,87,1,0.76
14162.0,174,2,289.36,1,At Risk,289.36,142,25,1,0.91
14163.0,87,4,2445.91,0,Regular,2445.91,893,36,0,0.05
14164.0,71,2,1631.77,0,Regular,1631.77,1033,28,0,0.4
14165.0,276,1,122.53999999999999,1,At Risk,122.53999999999999,54,23,1,0.865
14167.0,39,4,574.84,0,Regular,574.84,150,27,0,0.135
14171.0,98,1,363.79,0,Regular,363.79,167,57,1,0.87
14173.0,11,4,450.84,0,Regular,450.84,150,28,0,0.23
14174.0,33,1,134.46,0,Regular,134.46,94,26,0,0.64
14175.0,60,3,3222.3,0,Regular,3222.3,1515,139,0,0.09
14176.0,297,4,576.9000000000001,1,At Risk,576.9000000000001,209,28,1,0.68
14177.0,86,4,559.41,0,Regular,559.41,205,37,0,0.095
14178.0,9,7,1620.93,0,Regular,1620.93,1505,191,0,0.02
14179.0,41,2,719.78,0,Regular,719.78,330,135,0,0.105
14180.0,11,25,4748.52,3,Loyal,4748.52,719,112,0,0.165
14184.0,67,1,452.89,0,Regular,452.89,127,24,0,0.28
14185.0,331,1,197.65,1,At Risk,197.65,6,3,1,0.9
14188.0,31,6,2054.36,0,Regular,2054.36,1162,34,0,0.025
14189.0,2,15,4654.08,3,Loyal,4654.08,3937,176,0,0.0
14191.0,2,13,4684.76,0,Regular,4684.76,3662,145,0,0.025
14193.0,68,2,853.39,0,Regular,853.39,445,35,0,0.11
14194.0,5,21,11349.52,3,Loyal,11349.52,5840,269,0,0.0
14195.0,202,2,1012.0,1,At Risk,1012.0,760,7,1,0.73
14196.0,107,1,335.52,0,Regular,335.52,142,6,1,0.815
14198.0,18,4,701.4,0,Regular,701.4,290,35,0,0.115
14199.0,218,1,185.39999999999998,1,At Risk,185.39999999999998,28,2,1,0.86
14201.0,60,7,747.44,0,Regular,747.44,590,32,0,0.035
14204.0,2,1,161.03,0,Regular,161.03,82,36,0,0.135
14205.0,17,2,466.7,0,Regular,466.7,204,23,0,0.11
14206.0,239,1,328.15999999999997,1,At Risk,328.15999999999997,276,20,1,0.785
14208.0,95,1,151.74,0,Regular,151.74,114,10,1,0.83
14209.0,11,6,2073.43,0,Regular,2073.43,691,55,0,0.065
14210.0,106,6,1905.8400000000001,0,Regular,1905.8400000000001,760,66,1,0.705
14211.0,53,9,2241.1,0,Regular,2241.1,1242,87,0,0.005
14212.0,90,1,1070.48,0,Regular,1070.48,1152,9,0,0.115
14214.0,31,5,1004.38,0,Regular,1004.38,751,64,0,0.09
14215.0,12,6,1789.72,0,Regular,1789.72,1358,98,0,0.0
14216.0,3,4,1839.3,0,Regular,1839.3,594,47,0,0.07
14217.0,2,17,2004.98,3,Loyal,2004.98,689,78,0,0.075
14218.0,43,1,169.48000000000002,0,Regular,169.48000000000002,160,12,0,0.11
14219.0,4,1,89.94,0,Regular,89.94,78,7,0,0.325
14220.0,247,2,632.4,1,At Risk,632.4,272,21,1,0.66
14221.0,42,9,3432.8,0,Regular,3432.8,2191,123,0,0.0
14222.0,177,1,683.17,1,At Risk,683.17,607,41,1,0.675
14223.0,92,3,991.13,0,Regular,991.13,585,50,1,0.63
14224.0,110,4,1050.12,0,Regular,1050.12,514,105,1,0.745
14226.0,29,5,2232.19,0,Regular,2232.19,1308,64,0,0.02
14227.0,26,10,3350.96,0,Regular,3350.96,1820,117,0,0.0
14229.0,52,3,1547.2,0,Regular,1547.2,610,29,0,0.105
14231.0,184,3,925.71,1,At Risk,925.71,409,47,1,0.685
14232.0,43,5,2048.07,0,Regular,2048.07,1941,81,0,0.02
14233.0,49,4,1462.72,0,Regular,1462.72,680,30,0,0.14
14234.0,22,4,775.46,0,Regular,775.46,963,122,0,0.0
14235.0,75,5,3144.86,0,Regular,3144.86,1959,65,0,0.005
14236.0,81,2,490.86,0,Regular,490.86,310,15,0,0.395
14237.0,373,1,161.0,1,At Risk,161.0,38,9,1,0.93
14238.0,326,1,146.85,1,At Risk,146.85,111,8,1,0.87
14239.0,43,11,2380.85,0,Regular,2380.85,993,83,0,0.02
14240.0,30,2,890.34,0,Regular,890.34,418,37,0,0.155
14241.0,184,1,213.70000000000002,1,At Risk,213.70000000000002,146,10,1,0.85
14242.0,235,2,280.55,1,At Risk,280.55,123,13,1,0.505
14243.0,9,10,2588.77,0,Regular,2588.77,1221,99,0,0.04
14245.0,220,2,1693.45,1,At Risk,1693.45,976,107,1,0.655
14246.0,111,3,1474.06,0,Regular,1474.06,804,57,1,0.725
14247.0,278,1,136.76999999999998,1,At Risk,136.76999999999998,47,19,1,0.905
14248.0,318,1,302.58,1,At Risk,302.58,102,8,1,0.41
14250.0,7,3,1904.05,0,Regular,1904.05,1200,94,0,0.015
14251.0,2,5,2879.7000000000003,0,Regular,2879.7000000000003,1674,37,0,0.015
14256.0,260,2,969.0600000000001,1,At Risk,969.0600000000001,414,51,1,0.695
14257.0,64,5,3099.7200000000003,0,Regular,3099.7200000000003,1682,88,0,0.145
14258.0,9,9,12669.98,0,Regular,12669.98,7100,58,0,0.045
14259.0,142,1,120.0,0,Regular,120.0,68,5,1,0.92
14261.0,51,2,1163.45,0,Regular,1163.45,406,52,0,0.24
14262.0,8,8,2618.23,0,Regular,2618.23,1645,87,0,0.035
14264.0,155,2,333.97,1,At Risk,333.97,70,15,1,0.32
14265.0,109,2,530.18,0,Regular,530.18,330,31,1,0.73
14267.0,163,3,1516.24,1,At Risk,1516.24,530,25,1,0.28
14270.0,332,1,492.65000000000003,1,At Risk,492.65000000000003,197,29,1,0.815
14271.0,226,1,112.32,1,At Risk,112.32,88,10,1,0.885
14272.0,74,2,437.96,0,Regular,437.96,599,33,0,0.115
14273.0,51,4,559.97,0,Regular,559.97,264,22,0,0.21
14276.0,99,3,1119.74,0,Regular,1119.74,744,52,1,0.78
14277.0,15,3,4216.2,0,Regular,4216.2,1984,195,0,0.1
14280.0,197,1,134.04,1,At Risk,134.04,52,8,1,0.92
14282.0,3,15,3729.34,3,Loyal,3729.34,2668,70,0,0.04
14284.0,31,2,595.25,0,Regular,595.25,161,24,0,0.175
14285.0,21,4,1910.01,0,Regular,1910.01,541,18,0,0.06
14286.0,24,3,4628.75,0,Regular,4628.75,4338,220,0,0.08
14287.0,8,3,176.63,0,Regular,176.63,261,9,0,0.125
14288.0,213,1,426.6,1,At Risk,426.6,188,16,1,0.335
14289.0,9,6,911.26,0,Regular,911.26,292,33,0,0.115
14290.0,11,5,2314.65,0,Regular,2314.65,915,89,0,0.01
14291.0,2,11,3883.25,0,Regular,3883.25,2749,145,0,0.175
14292.0,8,9,4871.93,0,Regular,4871.93,1663,64,0,0.07
14293.0,3,4,1046.56,0,Regular,1046.56,709,51,0,0.085
14295.0,40,1,166.20000000000002,0,Regular,166.20000000000002,84,5,0,0.805
14297.0,18,4,1305.33,0,Regular,1305.33,865,48,0,0.065
14298.0,8,44,51527.3,3,Loyal,51527.3,58343,884,0,0.0
14299.0,8,9,3965.62,0,Regular,3965.62,2149,94,0,0.005
14300.0,19,1,43.2,0,Regular,43.2,32,3,0,0.555
14301.0,117,1,640.14,0,Regular,640.14,606,13,1,0.925
14304.0,223,1,383.45,1,At Risk,383.45,139,17,1,0.915
14305.0,71,3,1858.96,0,Regular,1858.96,1089,96,0,0.03
14306.0,51,2,2093.32,0,Regular,2093.32,1075,33,0,0.07
14307.0,89,6,2995.72,0,Regular,2995.72,2058,150,0,0.01
14309.0,8,9,2352.53,0,Regular,2352.53,1633,74,0,0.005
14311.0,243,1,310.26,1,At Risk,310.26,146,20,1,0.92
14312.0,47,6,1611.59,0,Regular,1611.59,1012,74,0,0.25
14314.0,107,1,120.0,0,Regular,120.0,296,8,1,0.865
14315.0,45,6,2481.13,0,Regular,2481.13,1021,64,0,0.015
14317.0,65,1,508.58000000000004,0,Regular,508.58000000000004,255,24,0,0.155
14320.0,207,2,477.79,1,At Risk,477.79,325,29,1,0.335
14321.0,11,5,1530.75,0,Regular,1530.75,2406,111,0,0.06
14323.0,115,2,605.0600000000001,0,Regular,605.0600000000001,350,32,1,0.415
14326.0,242,1,183.85,1,At Risk,183.85,103,8,1,0.785
14327.0,163,1,311.65,1,At Risk,311.65,139,12,1,0.935
14329.0,17,7,5014.84,0,Regular,5014.84,3095,218,0,0.0
14331.0,124,2,462.65999999999997,0,Regular,462.65999999999997,252,27,1,0.735
14332.0,23,3,866.31,0,Regular,866.31,481,22,0,0.355
14333.0,68,1,415.2,0,Regular,415.2,58,15,0,0.43
14334.0,17,8,2552.21,0,Regular,2552.21,1731,98,0,0.02
14335.0,16,2,468.26,0,Regular,468.26,379,55,0,0.155
14336.0,17,4,1614.91,0,Regular,1614.91,1759,77,0,0.12
14338.0,161,2,588.22,1,At Risk,588.22,335,30,1,0.765
14339.0,243,1,309.52,1,At Risk,309.52,168,14,1,0.82
14340.0,219,1,134.7,1,At Risk,134.7,58,6,1,0.935
14341.0,45,8,2182.28,0,Regular,2182.28,1403,109,0,0.025
14342.0,21,4,668.5600000000001,0,Regular,668.5600000000001,347,18,0,0.13
14344.0,127,8,889.9300000000001,0,Regular,889.9300000000001,477,56,1,0.65
14345.0,39,1,108.97999999999999,0,Regular,108.97999999999999,50,6,0,0.125
14346.0,121,2,1021.58,0,Regular,1021.58,605,55,1,0.765
14348.0,260,1,409.57,1,At Risk,409.57,183,18,1,0.34
14349.0,10,1,133.5,0,Regular,133.5,86,31,0,0.22
14350.0,274,1,282.93,1,At Risk,282.93,183,18,1,0.83
14351.0,165,1,51.0,1,At Risk,51.0,12,1,1,1.0
14352.0,157,4,1078.96,1,At Risk,1078.96,538,44,1,0.61
14353.0,215,1,90.6,1,At Risk,90.6,64,6,1,0.82
14354.0,6,2,163.62,0,Regular,163.62,210,9,0,0.41
14355.0,366,1,174.4,1,At Risk,174.4,92,11,1,0.845
14356.0,80,2,701.23,0,Regular,701.23,277,33,0,0.515
14357.0,43,1,225.77,0,Regular,225.77,148,39,0,0.675
14359.0,19,3,912.18,0,Regular,912.18,371,44,0,0.185
14360.0,32,4,2128.23,0,Regular,2128.23,1151,104,0,0.09
14362.0,22,1,161.2,0,Regular,161.2,100,37,0,0.37
14364.0,109,8,3717.35,0,Regular,3717.35,1967,61,1,0.59
14367.0,8,16,9261.52,3,Loyal,9261.52,4438,270,0,0.0
14368.0,320,1,155.0,1,At Risk,155.0,36,8,1,0.97
14371.0,295,1,100.5,1,At Risk,100.5,34,4,1,0.775
14373.0,358,1,76.55,1,At Risk,76.55,17,4,1,0.97
14375.0,185,1,257.68,1,At Risk,257.68,194,57,1,0.715
14377.0,191,2,617.05,1,At Risk,617.05,219,11,1,0.67
14379.0,44,2,348.1,0,Regular,348.1,292,39,0,0.115
14381.0,52,1,202.68,0,Regular,202.68,146,56,0,0.07
14382.0,26,1,626.0699999999999,0,Regular,626.0699999999999,1237,121,0,0.16
14383.0,38,3,1247.69,0,Regular,1247.69,817,49,0,0.195
14385.0,9,3,202.11,0,Regular,202.11,159,13,0,0.185
14386.0,297,1,142.4,1,At Risk,142.4,54,7,1,0.845
14387.0,33,3,1770.56,0,Regular,1770.56,819,125,0,0.095
14388.0,10,8,3212.84,0,Regular,3212.84,1941,124,0,0.0
14389.0,65,2,1043.46,0,Regular,1043.46,729,33,0,0.125
14390.0,10,9,4652.82,0,Regular,4652.82,2136,135,0,0.015
14393.0,218,1,67.95,1,At Risk,67.95,13,5,1,0.96
14395.0,2,9,3507.71,0,Regular,3507.71,1693,181,0,0.015
14396.0,65,2,487.99,0,Regular,487.99,225,71,0,0.065
14397.0,3,19,2612.96,3,Loyal,2612.96,1890,18,0,0.11
14400.0,149,1,574.7,1,At Risk,574.7,454,25,1,0.88
14401.0,4,13,4051.48,0,Regular,4051.48,4507,113,0,0.01
14403.0,130,4,1475.81,0,Regular,1475.81,519,17,1,0.16
14404.0,34,6,1474.32,0,Regular,1474.32,839,70,0,0.06
14406.0,119,1,156.75,0,Regular,156.75,77,8,1,0.875
14407.0,107,6,2157.73,0,Regular,2157.73,1415,67,1,0.675
14408.0,11,7,2606.53,0,Regular,2606.53,1616,60,0,0.005
14409.0,71,6,2059.4500000000003,0,Regular,2059.4500000000003,1230,40,0,0.02
14410.0,92,9,1105.07,0,Regular,1105.07,571,153,1,0.69
14411.0,311,1,1063.0,1,At Risk,1063.0,196,14,1,0.785
14412.0,43,2,770.03,0,Regular,770.03,786,43,0,0.265
14413.0,362,1,122.7,1,At Risk,122.7,68,22,1,0.875
14414.0,92,7,1496.98,0,Regular,1496.98,2512,79,1,0.68
14415.0,1,13,5900.28,0,Regular,5900.28,3011,283,0,0.0
14416.0,22,2,490.22,0,Regular,490.22,326,13,0,0.21
14418.0,4,3,1937.25,0,Regular,1937.25,1711,114,0,0.125
14419.0,11,6,1058.06,0,Regular,1058.06,487,112,0,0.05
14420.0,99,1,387.52,0,Regular,387.52,334,29,1,0.83
14421.0,57,2,813.11,0,Regular,813.11,365,25,0,0.175
14422.0,1,6,4263.64,0,Regular,4263.64,2906,189,0,0.0
14423.0,218,1,265.2,1,At Risk,265.2,120,3,1,0.57
14424.0,18,1,322.08,0,Regular,322.08,48,1,0,0.275
14426.0,24,10,4481.67,0,Regular,4481.67,2699,183,0,0.0
14427.0,50,2,363.34000000000003,0,Regular,363.34000000000003,228,16,0,0.105
14428.0,7,5,1244.83,0,Regular,1244.83,436,108,0,0.05
14431.0,303,1,470.36,1,At Risk,470.36,130,17,1,0.845
14432.0,10,6,2255.51,0,Regular,2255.51,2070,256,0,0.015
14434.0,22,6,1372.8,0,Regular,1372.8,368,3,0,0.155
14436.0,99,1,89.06,0,Regular,89.06,129,9,1,0.805
14437.0,366,1,63.0,1,At Risk,63.0,60,5,1,0.895
14438.0,306,1,131.9,1,At Risk,131.9,82,9,1,0.895
14439.0,320,1,2661.24,1,At Risk,2661.24,526,32,1,0.785
14440.0,8,5,2357.6800000000003,0,Regular,2357.6800000000003,588,33,0,0.065
14441.0,1,4,1712.89,0,Regular,1712.89,446,43,0,0.045
14442.0,205,2,1589.82,1,At Risk,1589.82,482,58,1,0.79
14443.0,54,4,1420.2,0,Regular,1420.2,938,84,0,0.055
